AGENCY_AREA,CATCHMENT,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_DIAT
SOUTH WEST - CORNWALL,ST AUSTELL,RIVER: Natural/semi-natural flowing fresh watercourse,ST AUSTELL RIVER,8763,1,SX,01700,47300,SX0170047300,201700,047300,GB108048002280,18.6,01/01/1995,20/07/2009,19/10/2015,8,False
SOUTH WEST - CORNWALL,ST AUSTELL,RIVER: Natural/semi-natural flowing fresh watercourse,ST AUSTELL RIVER,80838,1,SX,00870,50250,SX0087050250,200870,050250,GB108048002280,26.2,01/01/2002,03/04/2009,29/09/2010,4,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,CAUDWORTHY WATER,8884,1,SX,24690,92670,SX2469092670,224690,092670,GB108047007830,,,20/03/2013,11/08/2016,10,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,DEER,8948,1,SS,33540,04130,SS3354004130,233540,104130,GB108047013880,46.3,01/01/1995,02/09/2010,30/09/2014,5,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,DEER,8947,1,SS,33850,01440,SS3385001440,233850,101440,GB108047013880,49.4,04/10/2012,02/09/2010,30/09/2014,5,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,DUNSTAPLE BROOK,8873,1,SS,34520,03520,SS3452003520,234520,103520,GB108047013880,,,13/05/2011,31/10/2012,3,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,INNY,95102,1,SX,14926,86577,SX1492686577,214926,086577,GB108047007760,,,02/10/2003,22/10/2012,3,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,LOWLEY BROOK,183111,1,SX,31987,83233,SX3198783233,231987,083233,GB108047007920,,,25/04/2016,28/09/2016,4,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,LYD,8941,1,SX,40220,85020,SX4022085020,240220,085020,GB108047007730,32.0,01/01/2003,04/05/2006,21/10/2015,9,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,PENPONT WATER,8924,1,SX,26950,81650,SX2695081650,226950,081650,GB108047007700,28.8,01/01/1995,24/04/2013,01/11/2016,5,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,TAMAR,8930,1,SX,32910,92360,SX3291092360,232910,092360,GB108047008030,48.1,01/01/1995,24/04/2013,29/09/2014,4,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,TAMAR,157796,1,SS,28067,06533,SS2806706533,228067,106533,GB108047013890,27.3,01/06/2012,27/09/2011,31/10/2012,3,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,TAMAR,8874,1,SS,28090,13450,SS2809013450,228090,113450,GB108047013920,27.3,01/01/1995,30/04/2007,29/10/2014,5,False
SOUTH WEST - CORNWALL,TAMAR,RIVER: Natural/semi-natural flowing fresh watercourse,WOLF,8952,1,SX,44640,94250,SX4464094250,244640,094250,GB108047008020,19.4,01/01/1995,04/05/2006,31/10/2017,12,False
SOUTH WEST - CORNWALL,TAVY,RIVER: Natural/semi-natural flowing fresh watercourse,LUMBURN,158480,1,SX,45419,77460,SX4541977460,245419,077460,GB108047007850,48.0,31/05/2012,12/05/2011,13/10/2011,2,False
SOUTH WEST - CORNWALL,TAVY,RIVER: Natural/semi-natural flowing fresh watercourse,MILTON BROOK,155758,1,SX,50250,67000,SX5025067000,250250,067000,GB108047003880,40.0,31/05/2012,11/08/2010,22/09/2011,3,False
SOUTH WEST - CORNWALL,TAVY,RIVER: Natural/semi-natural flowing fresh watercourse,WALKHAM,10774,1,SX,50440,70350,SX5044070350,250440,070350,GB108047007870,14.0,01/01/1995,16/09/2010,22/09/2011,3,False
SOUTH WEST - DEVON,AXE (DEVON),RIVER: Natural/semi-natural flowing fresh watercourse,BRANSCOMBE STREAM,159643,1,SY,20018,88585,SY2001888585,320018,088585,GB108045008630,179.6,01/01/2013,21/04/2015,21/04/2015,1,False
SOUTH WEST - DEVON,DART,RIVER: Natural/semi-natural flowing fresh watercourse,WEST DART RIVER,161077,1,SX,64748,74145,SX6474874145,264748,074145,GB108046008360,10.0,01/01/2013,15/04/2013,20/09/2013,2,False
SOUTH WEST - DEVON,ERME,RIVER: Natural/semi-natural flowing fresh watercourse,AYLESTON BROOK,158943,1,SX,64405,51230,SX6440551230,264405,051230,GB108046005020,94.8,01/01/2013,16/06/2011,14/11/2011,3,False
SOUTH WEST - DEVON,ERME,RIVER: Natural/semi-natural flowing fresh watercourse,ERME,9264,1,SX,64047,53053,SX6404753053,264047,053053,GB108046005040,30.4,01/01/1995,30/04/2007,26/09/2014,10,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,ASHCULM,155669,1,ST,14879,15237,ST1487915237,314879,115237,GB108045015000,41.0,04/10/2012,14/07/2010,14/07/2010,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,BATHERM,9537,1,SS,98080,23780,SS9808023780,298080,123780,GB108045014860,72.0,09/12/2013,29/04/2013,17/04/2015,4,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,COTLEY BROOK,170387,1,SS,94817,12544,SS9481712544,294817,112544,GB108045015050,,,13/08/2013,13/08/2013,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,CREEDY,75501,1,SX,88210,98590,SX8821098590,288210,098590,GB108045009070,91.0,04/10/2012,10/04/2014,12/10/2017,4,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,CULM,185926,1,ST,04205,10163,ST0420510163,304205,110163,GB108045014970,,,10/10/2016,10/10/2016,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,DANE'S BROOK,9524,1,SS,85750,30120,SS8575030120,285750,130120,GB108045020850,10.8,01/01/1995,08/05/2013,02/10/2013,2,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,EXE,9533,1,SS,93530,01550,SS9353001550,293530,101550,GB108045015050,38.5,01/01/1995,21/05/2007,19/09/2018,29,True
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,EXE,9559,1,SS,85750,37950,SS8575037950,285750,137950,GB108045020930,24.9,01/01/1995,10/05/2007,25/09/2017,10,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,GRINDLE BROOK,159628,1,SX,98628,90450,SX9862890450,298628,090450,GB108045008710,169.0,01/01/2013,01/04/2015,01/04/2015,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,KENN,184589,1,SX,92742,85291,SX9274285291,292742,085291,GB108045009010,,,13/07/2016,13/07/2016,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,LILLY BROOK (DEVON),169847,1,SX,82219,94330,SX8221994330,282219,094330,GB108045009220,,,15/08/2013,15/08/2013,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,POLLY BROOK,160107,1,SX,98822,86467,SX9882286467,298822,086467,GB108045008980,177.0,01/01/2013,24/09/2013,24/09/2013,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,POLLY BROOK,165868,1,SY,00161,86671,SY0016186671,300161,086671,GB108045008980,175.0,01/01/2013,24/09/2013,06/12/2016,4,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,PULHAM,9519,1,SS,95730,30000,SS9573030000,295730,130000,GB108045020910,21.2,01/01/1995,01/05/2013,30/09/2013,2,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,QUARME,9529,1,SS,92020,35000,SS9202035000,292020,135000,GB108045020920,41.5,01/01/1995,01/05/2013,26/09/2013,2,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,WEAVER,109442,1,ST,07800,06300,ST0780006300,307800,106300,GB108045009110,,,19/10/2016,19/10/2016,1,False
SOUTH WEST - DEVON,EXE,RIVER: Natural/semi-natural flowing fresh watercourse,YEO (CREEDY),9635,1,SX,85250,99100,SX8525099100,285250,099100,GB108045009070,87.3,01/01/1995,01/04/2015,07/10/2015,2,False
SOUTH WEST - DEVON,GARA & AVON,RIVER: Natural/semi-natural flowing fresh watercourse,THE GARA,185586,1,SX,80708,49409,SX8070849409,280708,049409,GB108046004930,,,19/09/2016,19/09/2016,1,False
SOUTH WEST - DEVON,LYN,RIVER: Natural/semi-natural flowing fresh watercourse,BADGWORTHY WATER,9641,1,SS,79300,47280,SS7930047280,279300,147280,GB108051020570,20.9,01/01/1995,16/05/2013,10/10/2013,2,False
SOUTH WEST - DEVON,"NORTH DEVON COASTAL RIVERS - ABBEY RIVER, WELCOMBE, WEST WILDER",RIVER: Natural/semi-natural flowing fresh watercourse,ABBEY RIVER,170389,1,SS,24839,24780,SS2483924780,224839,124780,GB108050014050,,,28/08/2013,28/08/2013,1,False
SOUTH WEST - DEVON,"NORTH DEVON STREAMS - HEDDON, UMBER, STERRIDGE",RIVER: Natural/semi-natural flowing fresh watercourse,LEE STREAM,157104,1,SS,59641,45563,SS5964145563,259641,145563,GB108051020440,,,04/05/2011,25/10/2012,4,False
SOUTH WEST - DEVON,OTTER,RIVER: Natural/semi-natural flowing fresh watercourse,OTTER,170506,1,ST,15202,01095,ST1520201095,315202,101095,GB108045009180,83.0,01/01/2013,27/08/2013,27/08/2013,1,False
SOUTH WEST - DEVON,OTTER,RIVER: Natural/semi-natural flowing fresh watercourse,OTTER,191953,1,SY,11538,98869,SY1153898869,311538,098869,GB108045009197,,,18/03/2018,18/03/2018,1,False
SOUTH WEST - DEVON,OTTER,RIVER: Natural/semi-natural flowing fresh watercourse,OTTER,191951,1,SY,11583,98908,SY1158398908,311583,098908,GB108045009170,,,18/03/2018,18/03/2018,1,False
SOUTH WEST - DEVON,OTTER,RIVER: Natural/semi-natural flowing fresh watercourse,PAYHEMBURY STREAM,153125,1,ST,08719,01221,ST0871901221,308719,101221,GB108045009200,,,18/05/2009,12/10/2009,2,False
SOUTH WEST - DEVON,OTTER,RIVER: Natural/semi-natural flowing fresh watercourse,TALATON STREAM,153127,1,SY,07602,98824,SY0760298824,307602,098824,GB108045009200,,,18/05/2009,12/10/2009,2,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,BRADWELL STREAM,156981,1,SS,50367,41398,SS5036741398,250367,141398,GB108050020060,37.0,01/01/2012,26/04/2011,11/09/2013,6,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,CAEN,165984,1,SS,49002,37983,SS4900237983,249002,137983,GB108050020010,,,07/08/2013,07/08/2013,1,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,KITCOTT LAKE,158362,1,SS,75730,19630,SS7573019630,275730,119630,GB108050014100,,,13/07/2016,13/07/2016,1,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,MOLE (TAW),9776,1,SS,72040,26530,SS7204026530,272040,126530,GB108050014130,27.9,01/01/1995,19/04/2013,23/05/2017,8,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,TAW,171214,1,SS,65340,02353,SS6534002353,265340,102353,GB108050008250,,,23/08/2013,23/08/2013,1,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,TAW,170103,1,SS,68240,11490,SS6824011490,268240,111490,GB108050014210,57.0,01/01/2014,07/05/2014,06/04/2017,3,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,TAW RIVER,9810,1,SX,64710,94830,SX6471094830,264710,094830,GB108050008250,,,14/07/2016,14/07/2016,1,False
SOUTH WEST - DEVON,TAW,RIVER: Natural/semi-natural flowing fresh watercourse,YEO (LAPFORD),161104,1,SS,73155,05289,SS7315505289,273155,105289,GB108050008270,81.0,01/01/2013,26/04/2013,12/09/2016,6,False
SOUTH WEST - DEVON,TEIGN,RIVER: Natural/semi-natural flowing fresh watercourse,BEADON BROOK,9476,1,SX,80750,82310,SX8075082310,280750,082310,GB108046008500,20.6,01/01/1995,04/05/2007,13/09/2007,2,False
SOUTH WEST - DEVON,TEIGN,RIVER: Natural/semi-natural flowing fresh watercourse,BOVEY,9450,1,SX,84270,76110,SX8427076110,284270,076110,GB108046008470,22.0,01/01/1995,03/05/2013,30/09/2015,4,False
SOUTH WEST - DEVON,TEIGN,RIVER: Natural/semi-natural flowing fresh watercourse,LEMON,171143,1,SX,85054,70933,SX8505470933,285054,070933,GB108046008450,,,01/10/2013,01/10/2013,1,False
SOUTH WEST - DEVON,TEIGN,RIVER: Natural/semi-natural flowing fresh watercourse,TEIGN,170465,1,SX,85496,74473,SX8549674473,285496,074473,GB108046008430,,,01/10/2013,01/10/2013,1,False
SOUTH WEST - DEVON,TORRIDGE,RIVER: Natural/semi-natural flowing fresh watercourse,DIPPLE WATER,165929,1,SS,34012,20991,SS3401220991,234012,120991,GB108050014370,,,06/08/2013,06/08/2013,1,False
SOUTH WEST - DEVON,TORRIDGE,RIVER: Natural/semi-natural flowing fresh watercourse,HOOKMOOR BROOK,9730,1,SS,53100,00700,SS5310000700,253100,100700,GB108050008170,26.3,01/01/1995,19/04/2013,13/10/2017,4,False
SOUTH WEST - DEVON,TORRIDGE,RIVER: Natural/semi-natural flowing fresh watercourse,MERE,9586,1,SS,54800,12850,SS5480012850,254800,112850,GB108050014220,43.3,01/01/1995,29/05/2012,13/04/2015,3,False
SOUTH WEST - DEVON,TORRIDGE,RIVER: Natural/semi-natural flowing fresh watercourse,NORTHLEW STREAM,9754,1,SX,50756,99026,SX5075699026,250756,099026,GB108050008140,24.8,01/01/1995,17/04/2012,13/04/2015,3,False
SOUTH WEST - DEVON,TORRIDGE,RIVER: Natural/semi-natural flowing fresh watercourse,WALDON,9627,1,SS,34550,11080,SS3455011080,234550,111080,GB108050014270,26.9,01/01/1995,06/08/2013,06/08/2013,1,False
SOUTH WEST - DEVON,TORRIDGE,RIVER: Natural/semi-natural flowing fresh watercourse,WALDON TRIBUTARY,185268,1,SS,33010,13569,SS3301013569,233010,113569,GB108050014270,,,25/08/2016,25/08/2016,1,False
SOUTH WEST - DEVON,TORRIDGE,RIVER: Natural/semi-natural flowing fresh watercourse,WHITSLEIGH DOWN BROOK,157028,1,SS,53841,17209,SS5384117209,253841,117209,GB108050014350,38.0,01/01/2012,26/04/2011,22/09/2014,7,False
SOUTH WEST - NORTH WESSEX,BISS,RIVER: Natural/semi-natural flowing fresh watercourse,BITHAM BROOK,7809,1,ST,86109,54134,ST8610954134,386109,154134,GB109053021770,242.0,04/10/2012,15/04/2008,26/10/2012,4,False
SOUTH WEST - NORTH WESSEX,BISS,RIVER: Natural/semi-natural flowing fresh watercourse,BITHAM BROOK,170615,1,ST,87309,52060,ST8730952060,387309,152060,GB109053021770,,,22/05/2012,26/10/2012,2,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,RIVER: Natural/semi-natural flowing fresh watercourse,BRISTOL AVON,147537,1,ST,68785,68813,ST6878568813,368785,168813,GB109053027371,,,11/08/2008,11/08/2008,1,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,RIVER: Natural/semi-natural flowing fresh watercourse,BRISTOL AVON,151362,1,ST,94348,86906,ST9434886906,394348,186906,GB109053027650,236.0,04/10/2012,26/06/2008,14/10/2008,2,False
SOUTH WEST - NORTH WESSEX,BRISTOL FROME,RIVER: Natural/semi-natural flowing fresh watercourse,BRADLEY BROOK,154940,1,ST,62891,81461,ST6289181461,362891,181461,GB109053027570,212.0,04/10/2012,19/05/2010,14/10/2010,2,False
SOUTH WEST - NORTH WESSEX,BRUE/HARTLAKE,RIVER: Natural/semi-natural flowing fresh watercourse,COXBRIDGE BROOK,159822,1,ST,51068,37527,ST5106837527,351068,137527,GB108052021130,238.0,01/03/2013,14/05/2010,02/11/2010,2,False
SOUTH WEST - NORTH WESSEX,BRUE/HARTLAKE,RIVER: Natural/semi-natural flowing fresh watercourse,KEWARD BROOK,144455,1,ST,53131,44022,ST5313144022,353131,144022,GB108052021240,258.0,04/10/2012,28/04/2009,16/10/2009,2,False
SOUTH WEST - NORTH WESSEX,BRUE/HARTLAKE,RIVER: Natural/semi-natural flowing fresh watercourse,SHEPPEY,94051,1,ST,59360,44300,ST5936044300,359360,144300,GB108052021221,,,19/06/2002,19/06/2003,2,False
SOUTH WEST - NORTH WESSEX,BRUE/HARTLAKE,RIVER: Natural/semi-natural flowing fresh watercourse,SHEPPEY,94043,1,ST,53600,44100,ST5360044100,353600,144100,GB108052021221,,,19/06/2002,19/06/2003,2,False
SOUTH WEST - NORTH WESSEX,CARY/KINGS SEDGEMOOR,RIVER: Natural/semi-natural flowing fresh watercourse,CARY,155242,1,ST,60009,30274,ST6000930274,360009,130274,GB108052015140,256.0,04/10/2012,07/06/2010,14/10/2010,2,False
SOUTH WEST - NORTH WESSEX,CARY/KINGS SEDGEMOOR,RIVER: Natural/semi-natural flowing fresh watercourse,CARY,10290,1,ST,53640,25890,ST5364025890,353640,125890,GB108052015140,255.6,01/01/1995,01/05/2009,01/05/2009,1,False
SOUTH WEST - NORTH WESSEX,CARY/KINGS SEDGEMOOR,RIVER: Natural/semi-natural flowing fresh watercourse,CARY,98024,1,ST,47009,30359,ST4700930359,347009,130359,GB108052015140,260.0,04/10/2012,01/05/2009,01/05/2009,1,False
SOUTH WEST - NORTH WESSEX,CARY/KINGS SEDGEMOOR,RIVER: Natural/semi-natural flowing fresh watercourse,KINGS SEDGEMOOR DRAIN,153914,1,ST,35099,37849,ST3509937849,335099,137849,GB108052021150,243.0,04/10/2012,16/04/2010,07/09/2010,2,False
SOUTH WEST - NORTH WESSEX,CHEW,RIVER: Natural/semi-natural flowing fresh watercourse,CHEW,7725,1,ST,57665,62917,ST5766562917,357665,162917,GB109053021852,208.7,01/01/1995,13/05/2010,27/10/2010,2,False
SOUTH WEST - NORTH WESSEX,FORELAND POINT/HUNTSTONE/MINEHEAD,RIVER: Natural/semi-natural flowing fresh watercourse,HORNER WATER,10982,1,SS,89901,47686,SS8990147686,289901,147686,GB108051020220,27.7,01/01/1995,03/05/2007,19/10/2016,8,False
SOUTH WEST - NORTH WESSEX,FORELAND POINT/HUNTSTONE/MINEHEAD,RIVER: Natural/semi-natural flowing fresh watercourse,HORNER WATER,154647,1,SS,89796,48097,SS8979648097,289796,148097,GB108051020220,27.7,19/06/2012,23/04/2010,19/10/2016,8,False
SOUTH WEST - NORTH WESSEX,PARRETT EST. LEFT BANK,RIVER: Natural/semi-natural flowing fresh watercourse,STOGURSEY BROOK,10317,1,ST,21611,44446,ST2161144446,321611,144446,GB108052021340,183.0,01/01/2013,23/04/2010,03/09/2010,2,False
SOUTH WEST - NORTH WESSEX,SEMINGTON BROOK,RIVER: Natural/semi-natural flowing fresh watercourse,SUMMERHAM BROOK,7797,1,ST,94530,59500,ST9453059500,394530,159500,GB109053022220,257.0,01/01/1995,15/04/2008,30/09/2008,2,False
SOUTH WEST - NORTH WESSEX,SOMERSET FROME/MELLS,RIVER: Natural/semi-natural flowing fresh watercourse,SOMERSET FROME,77679,1,ST,77405,49717,ST7740549717,377405,149717,GB109053022101,154.0,04/10/2012,13/05/2010,14/10/2010,2,False
SOUTH WEST - NORTH WESSEX,TONE,RIVER: Natural/semi-natural flowing fresh watercourse,HELE BROOK,158019,1,ST,18030,23886,ST1803023886,318030,123886,GB108052015400,,,26/05/2011,25/04/2014,3,False
SOUTH WEST - NORTH WESSEX,TONE,RIVER: Natural/semi-natural flowing fresh watercourse,TONE,10532,1,ST,28960,25310,ST2896025310,328960,125310,GB108052015482,183.8,02/02/2017,31/05/2013,04/09/2013,2,False
SOUTH WEST - NORTH WESSEX,YEO,RIVER: Natural/semi-natural flowing fresh watercourse,YEO,153117,1,ST,67662,17180,ST6766217180,367662,117180,GB108052015630,285.5,29/06/2012,22/05/2009,22/05/2009,1,False
SOUTH WEST - SOUTH WESSEX,CHAR,RIVER: Natural/semi-natural flowing fresh watercourse,CHAR,10930,1,SY,36901,93403,SY3690193403,336901,093403,GB108044009790,148.0,01/01/2000,09/05/2006,31/10/2006,2,False
SOUTH WEST - SOUTH WESSEX,FROME,RIVER: Natural/semi-natural flowing fresh watercourse,DORSET FROME,9065,1,SY,84022,87301,SY8402287301,384022,087301,GB108044009692,190.5,01/01/1995,05/05/2006,11/10/2006,2,False
SOUTH WEST - SOUTH WESSEX,LOWER & MIDDLE H AVON,RIVER: Natural/semi-natural flowing fresh watercourse,HAMPSHIRE AVON,9124,1,SU,15834,28723,SU1583428723,415834,128723,GB108043015840,221.4,01/01/1995,28/09/2006,24/05/2007,2,False
SOUTH WEST - SOUTH WESSEX,LOWER & MIDDLE STOUR,RIVER: Natural/semi-natural flowing fresh watercourse,STIRCHELL BROOK,161599,1,ST,86816,20962,ST8681620962,386816,120962,GB108043016110,220.8,18/03/2013,13/05/2013,22/09/2014,4,False
SOUTH WEST - SOUTH WESSEX,MOORS,RIVER: Natural/semi-natural flowing fresh watercourse,MOORS,8533,1,SZ,12701,96498,SZ1270196498,412701,096498,GB108043011050,75.3,01/01/1995,06/05/2014,19/09/2014,2,False
SOUTH WEST - SOUTH WESSEX,MUDE,RIVER: Natural/semi-natural flowing fresh watercourse,MUDE,9126,1,SZ,18213,92328,SZ1821392328,418213,092328,GB108043011020,49.5,01/01/1996,22/05/2013,10/10/2013,2,False
SOUTH WEST - SOUTH WESSEX,NADDER,RIVER: Natural/semi-natural flowing fresh watercourse,NADDER,158772,1,ST,90500,23900,ST9050023900,390500,123900,GB108043016160,,,05/11/2010,02/11/2016,19,False
SOUTH WEST - SOUTH WESSEX,NADDER,RIVER: Natural/semi-natural flowing fresh watercourse,NADDER,158771,1,ST,89100,28400,ST8910028400,389100,128400,GB108043016210,,,05/11/2010,02/11/2016,19,False
SOUTH WEST - SOUTH WESSEX,PIDDLE,RIVER: Natural/semi-natural flowing fresh watercourse,BERE STREAM,170610,1,SY,80304,97988,SY8030497988,380304,097988,GB108044009630,,,28/05/2012,22/10/2012,2,False
SOUTH WEST - SOUTH WESSEX,PIDDLE,RIVER: Natural/semi-natural flowing fresh watercourse,BERE STREAM,147697,1,SY,80300,97200,SY8030097200,380300,097200,GB108044009630,,,26/10/2007,26/10/2007,1,False
SOUTH WEST - SOUTH WESSEX,POOLE BAY,RIVER: Natural/semi-natural flowing fresh watercourse,BOURNE STREAM,161103,1,SZ,08224,91386,SZ0822491386,408224,091386,GB108044009570,51.5,18/03/2013,15/05/2013,18/10/2013,2,False
SOUTH WEST - SOUTH WESSEX,UPPER H AVON,RIVER: Natural/semi-natural flowing fresh watercourse,NINE MILE RIVER,9118,1,SU,16625,43670,SU1662543670,416625,143670,GB108043022360,214.8,01/01/1995,20/04/2007,30/09/2014,6,False
SOUTH WEST - SOUTH WESSEX,UPPER STOUR,RIVER: Natural/semi-natural flowing fresh watercourse,LODDEN,158659,1,ST,81422,25656,ST8142225656,381422,125656,GB108043022440,160.2,01/01/2013,15/05/2012,12/09/2012,2,False
SOUTH WEST - SOUTH WESSEX,UPPER STOUR,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (SW - UPPER),154973,1,ST,80810,26330,ST8081026330,380810,126330,GB108043022490,202.0,04/10/2012,24/05/2010,20/10/2010,2,False
SOUTH WEST - SOUTH WESSEX,WYLYE,RIVER: Natural/semi-natural flowing fresh watercourse,WYLYE,143576,1,ST,86800,40200,ST8680040200,386800,140200,GB108043022520,,,15/05/2007,15/05/2007,1,False
SOUTHERN - KENT & E. SUSSEX,BEULT,RIVER: Natural/semi-natural flowing fresh watercourse,BEULT,43810,2,TQ,69760,49960,TQ6976049960,569760,149960,GB106040018140,89.7,01/01/1995,01/05/2014,02/10/2014,2,False
