AGENCY_AREA,CATCHMENT,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_DIAT
ANGLIAN - CENTRAL,ALCONBURY BROOK,RIVER: Natural/semi-natural flowing fresh watercourse,COCK BROOK,154070,1,TL,17140,74424,TL1714074424,517140,274424,GB105033042810,217.0,04/10/2012,26/04/2010,30/11/2010,2,False
ANGLIAN - CENTRAL,CAM (2),RIVER: Natural/semi-natural flowing fresh watercourse,CAM,56087,1,TL,46720,50638,TL4672050638,546720,250638,GB105033037590,258.5,01/01/1995,01/05/2007,24/10/2007,2,False
ANGLIAN - CENTRAL,IVEL,RIVER: Natural/semi-natural flowing fresh watercourse,CAMPTON BROOK,56270,1,TL,14487,39094,TL1448739094,514487,239094,GB105033037750,226.3,01/01/1995,08/05/2007,26/11/2007,2,False
ANGLIAN - CENTRAL,IVEL,RIVER: Natural/semi-natural flowing fresh watercourse,FLIT,92805,1,TL,07300,37200,TL0730037200,507300,237200,GB105033037790,,,18/08/2010,23/08/2012,2,False
ANGLIAN - CENTRAL,IVEL,RIVER: Natural/semi-natural flowing fresh watercourse,HENLOW BROOK,56249,1,TL,17557,38095,TL1755738095,517557,238095,GB105033037770,192.1,01/01/1995,06/05/2008,20/11/2008,2,False
ANGLIAN - CENTRAL,IVEL,RIVER: Natural/semi-natural flowing fresh watercourse,IVEL,56243,1,TL,18300,40200,TL1830040200,518300,240200,GB105033037780,247.6,01/01/1995,06/05/2008,20/11/2008,2,False
ANGLIAN - CENTRAL,IVEL,RIVER: Natural/semi-natural flowing fresh watercourse,IVEL,152697,1,TL,18339,38693,TL1833938693,518339,238693,GB105033037780,,,24/07/2009,08/06/2011,2,False
ANGLIAN - CENTRAL,IVEL,RIVER: Natural/semi-natural flowing fresh watercourse,IVEL,92425,1,TL,15900,49800,TL1590049800,515900,249800,GB105033038170,205.5,28/02/2013,23/07/2009,16/08/2011,2,False
ANGLIAN - CENTRAL,IVEL,RIVER: Natural/semi-natural flowing fresh watercourse,MILLBRIDGE BROOK,157371,1,TL,23144,50954,TL2314450954,523144,250954,GB105033037820,,,15/06/2011,21/09/2017,10,False
ANGLIAN - CENTRAL,KYM,RIVER: Natural/semi-natural flowing fresh watercourse,KYM,56282,1,TL,10608,66929,TL1060866929,510608,266929,GB105033042980,261.5,01/01/1995,05/04/2011,26/10/2011,2,False
ANGLIAN - CENTRAL,LARK,RIVER: Natural/semi-natural flowing fresh watercourse,LARK,160189,1,TL,87752,60449,TL8775260449,587752,260449,GB105033042940,,,08/10/2012,08/10/2012,1,False
ANGLIAN - CENTRAL,LARK,RIVER: Natural/semi-natural flowing fresh watercourse,LARK,92430,1,TL,68800,74500,TL6880074500,568800,274500,GB105033043052,,,18/08/2009,24/08/2011,2,False
ANGLIAN - CENTRAL,LARK,RIVER: Natural/semi-natural flowing fresh watercourse,LARK,55945,1,TL,87053,58113,TL8705358113,587053,258113,GB105033042920,289.3,28/02/2013,28/10/2008,11/09/2013,3,False
ANGLIAN - CENTRAL,LARK,RIVER: Natural/semi-natural flowing fresh watercourse,LARK,55994,1,TL,67779,74797,TL6777974797,567779,274797,GB105033043052,256.3,01/01/1995,19/04/2007,19/04/2007,1,False
ANGLIAN - CENTRAL,LARK,RIVER: Natural/semi-natural flowing fresh watercourse,LARK,56017,1,TL,59725,82551,TL5972582551,559725,282551,GB205033000070,251.4,01/01/1995,04/05/2010,04/10/2010,2,False
ANGLIAN - CENTRAL,MIDDLE LEVELS,RIVER: Natural/semi-natural flowing fresh watercourse,SIXTEEN FOOT DRAIN,56068,1,TL,49623,99415,TL4962399415,549623,299415,GB205033000050,228.9,01/01/1995,24/04/2006,13/11/2006,2,False
ANGLIAN - CENTRAL,MIDDLE LEVELS,RIVER: Natural/semi-natural flowing fresh watercourse,WHITTLESEY DYKE,92467,1,TL,27200,96100,TL2720096100,527200,296100,GB105033047690,,,24/08/2010,26/07/2012,2,False
ANGLIAN - CENTRAL,NORFOLK RIVERS,RIVER: Natural/semi-natural flowing fresh watercourse,INGOL,56353,1,TF,68412,33480,TF6841233480,568412,333480,GB105033053470,231.8,03/07/2013,09/03/2009,14/05/2015,4,False
ANGLIAN - CENTRAL,"OUSE, ELSTOW BK",RIVER: Natural/semi-natural flowing fresh watercourse,ELSTOW BROOK,56285,1,TL,10439,50216,TL1043950216,510439,250216,GB105033038110,174.8,01/01/1995,08/05/2006,21/11/2014,6,False
ANGLIAN - CENTRAL,"OUSE, ELSTOW BK",RIVER: Natural/semi-natural flowing fresh watercourse,ELSTOW BROOK,56296,1,TL,06720,47325,TL0672047325,506720,247325,GB105033038010,188.8,23/01/2014,21/05/2013,19/11/2013,2,False
ANGLIAN - CENTRAL,OUZEL,RIVER: Natural/semi-natural flowing fresh watercourse,OUZEL,56442,1,SP,87815,43857,SP8781543857,487815,243857,GB105033037972,194.2,01/01/1995,20/05/2008,21/11/2008,2,False
ANGLIAN - CENTRAL,OUZEL,RIVER: Natural/semi-natural flowing fresh watercourse,SHARNBROOK (YELNOE BROOK),56401,1,SP,99642,59797,SP9964259797,499642,259797,GB105033043250,243.9,01/01/1995,21/04/2008,23/10/2013,4,False
ANGLIAN - CENTRAL,PADBURY/CLAYDON BKS,RIVER: Natural/semi-natural flowing fresh watercourse,DEANSHANGER BROOK,56465,1,SP,76569,39581,SP7656939581,476569,239581,GB105033037910,253.6,01/01/1995,13/05/2013,31/10/2013,2,False
ANGLIAN - CENTRAL,SNAIL/SOHAM LODE,RIVER: Natural/semi-natural flowing fresh watercourse,ELY OUSE,147952,1,TL,54983,80045,TL5498380045,554983,280045,GB105033047850,,,02/06/2010,21/08/2012,2,False
ANGLIAN - CENTRAL,SNAIL/SOHAM LODE,RIVER: Natural/semi-natural flowing fresh watercourse,SNAIL,92791,1,TL,63600,68500,TL6360068500,563600,268500,GB105033042860,,,28/07/2009,25/08/2011,2,False
ANGLIAN - CENTRAL,TOVE,RIVER: Natural/semi-natural flowing fresh watercourse,SILVERSTONE BROOK,56484,1,SP,68127,47045,SP6812747045,468127,247045,GB105033038250,231.4,01/01/1995,20/03/2007,20/03/2007,1,False
ANGLIAN - EASTERN,ALDE AND ORE,RIVER: Natural/semi-natural flowing fresh watercourse,ALDE,54768,1,TM,36000,60100,TM3600060100,636000,260100,GB105035046060,297.5,01/01/1995,23/10/2008,23/10/2008,1,False
ANGLIAN - EASTERN,BLACK DITCH,RIVER: Natural/semi-natural flowing fresh watercourse,BLACK DITCH,54781,1,TM,35000,44200,TM3500044200,635000,244200,GB205035040150,242.0,01/01/1995,23/09/2013,21/11/2014,3,False
ANGLIAN - EASTERN,BLYTH (ANGLIAN - EASTERN),RIVER: Natural/semi-natural flowing fresh watercourse,SPEXHALL WATERCOURSE (BLYTH TRIB.),160452,1,TM,38289,77729,TM3828977729,638289,277729,GB105035046070,219.0,16/01/2014,15/05/2013,15/05/2013,1,False
ANGLIAN - EASTERN,BRAIN (2),RIVER: Natural/semi-natural flowing fresh watercourse,BRAIN,54591,1,TL,76680,21780,TL7668021780,576680,221780,GB105037041140,,,04/07/2001,04/07/2001,1,False
ANGLIAN - EASTERN,BRETT (1),RIVER: Natural/semi-natural flowing fresh watercourse,BILDESTON BROOK,54479,1,TL,99300,48000,TL9930048000,599300,248000,GB105036040750,255.1,01/01/1995,20/04/2007,04/09/2007,2,False
ANGLIAN - EASTERN,BRETT (2),RIVER: Natural/semi-natural flowing fresh watercourse,BRETT,81003,1,TM,03200,35500,TM0320035500,603200,235500,GB105036040930,185.0,01/01/2004,21/05/2009,14/10/2009,2,False
ANGLIAN - EASTERN,BRETT (2),RIVER: Natural/semi-natural flowing fresh watercourse,OLD RIVER BRETT,54561,1,TL,96600,48900,TL9660048900,596600,248900,GB105036040760,291.3,01/01/1995,05/05/2009,23/09/2010,4,False
ANGLIAN - EASTERN,BURE,RIVER: Natural/semi-natural flowing fresh watercourse,BURE,54809,1,TG,26738,19317,TG2673819317,626738,319317,GB105034050930,214.6,01/01/1995,21/04/2009,05/10/2018,22,True
ANGLIAN - EASTERN,BUTLEY RIVER,RIVER: Natural/semi-natural flowing fresh watercourse,BUTLEY CREEK,54888,1,TM,36749,51293,TM3674951293,636749,251293,GB105035040190,206.0,01/01/1995,24/04/2007,28/10/2016,9,False
ANGLIAN - EASTERN,CAN,RIVER: Natural/semi-natural flowing fresh watercourse,CHIGNALL BROOK,160579,1,TL,68690,07492,TL6869007492,568690,207492,GB105037033650,245.0,16/01/2014,03/05/2013,16/09/2014,4,False
ANGLIAN - EASTERN,COLNE (ANGLIAN),RIVER: Natural/semi-natural flowing fresh watercourse,COLNE,54645,1,TL,82600,29800,TL8260029800,582600,229800,GB105037041330,239.5,01/01/1995,12/07/2001,19/05/2009,2,False
ANGLIAN - EASTERN,COLNE (ANGLIAN),RIVER: Natural/semi-natural flowing fresh watercourse,COLNE,92411,1,TL,82600,29800,TL8260029800,582600,229800,GB105037041330,239.5,04/10/2012,31/08/2006,11/11/2011,3,False
ANGLIAN - EASTERN,CROUCH,RIVER: Natural/semi-natural flowing fresh watercourse,CROUCH,54656,1,TQ,72280,93270,TQ7228093270,572280,193270,GB105037028540,163.5,01/01/1995,28/04/2009,04/11/2010,3,False
ANGLIAN - EASTERN,DEBEN,RIVER: Natural/semi-natural flowing fresh watercourse,DEBEN,54824,1,TM,20100,61800,TM2010061800,620100,261800,GB105035046200,258.1,01/01/1995,16/05/2007,24/09/2015,6,False
ANGLIAN - EASTERN,GIPPING,RIVER: Natural/semi-natural flowing fresh watercourse,GIPPING,157806,1,TM,05936,57901,TM0593657901,605936,257901,GB105035046280,320.7,05/03/2014,30/08/2011,30/08/2011,1,False
ANGLIAN - EASTERN,MARDYKE,RIVER: Natural/semi-natural flowing fresh watercourse,MARDYKE WEST,154245,1,TQ,61580,88860,TQ6158088860,561580,188860,GB106037028080,121.0,04/10/2012,27/04/2010,27/04/2010,1,False
ANGLIAN - EASTERN,STOUR (ANGLIAN),RIVER: Natural/semi-natural flowing fresh watercourse,STOUR BROOK,54736,1,TL,69800,44000,TL6980044000,569800,244000,GB105036040950,320.0,01/01/1995,15/05/2013,02/09/2013,2,False
ANGLIAN - EASTERN,THURNE,RIVER: Natural/semi-natural flowing fresh watercourse,THURNE,150632,1,TG,44015,19214,TG4401519214,644015,319214,GB105034051360,134.0,04/10/2012,14/04/2008,14/05/2015,7,False
ANGLIAN - EASTERN,WAVENEY (1),RIVER: Natural/semi-natural flowing fresh watercourse,GOLDBROOK,154290,1,TM,17981,76969,TM1798176969,617981,276969,GB105034045680,319.0,04/10/2012,24/05/2010,20/10/2010,2,False
ANGLIAN - EASTERN,WAVENEY (1),RIVER: Natural/semi-natural flowing fresh watercourse,THE BECK,54931,1,TM,28100,83700,TM2810083700,628100,283700,GB105034045830,288.0,04/10/2012,11/10/2010,11/10/2010,1,False
ANGLIAN - EASTERN,WENSUM,RIVER: Natural/semi-natural flowing fresh watercourse,WENDLING BECK,100901,1,TF,97310,13290,TF9731013290,597310,313290,GB105034051020,,,15/10/2004,15/10/2004,1,False
ANGLIAN - EASTERN,WENSUM,RIVER: Natural/semi-natural flowing fresh watercourse,WENSUM,156020,1,TG,11730,25650,TG1173025650,611730,325650,GB105034051120,,,17/05/2011,25/10/2017,15,False
ANGLIAN - EASTERN,WID,RIVER: Natural/semi-natural flowing fresh watercourse,WID,54757,1,TQ,65750,96290,TQ6575096290,565750,196290,GB105037028670,190.1,01/01/1995,10/07/2001,27/09/2013,4,False
ANGLIAN - EASTERN,YARE (1),RIVER: Natural/semi-natural flowing fresh watercourse,INTWOOD STREAM,54981,1,TG,19900,04100,TG1990004100,619900,304100,GB105034051240,295.3,01/01/1995,01/05/2013,27/11/2013,2,False
ANGLIAN - EASTERN,YARE (1),RIVER: Natural/semi-natural flowing fresh watercourse,TIFFEY,80999,1,TG,09400,02700,TG0940002700,609400,302700,GB105034051220,289.0,01/01/2002,01/08/2001,01/08/2001,1,False
ANGLIAN - NORTHERN,CENTRAL LINCS,DYKE: Natural or artificial watercourse primarily used for land drainage,SINCIL DYKE,55321,1,TF,01500,70900,TF0150070900,501500,370900,GB105030062420,191.8,01/01/1995,22/04/2005,18/10/2005,2,False
ANGLIAN - NORTHERN,CENTRAL LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,BARLINGS EAU,55028,1,TF,06500,76700,TF0650076700,506500,376700,GB105030062290,236.1,01/01/1995,27/04/2009,14/09/2009,2,False
ANGLIAN - NORTHERN,CENTRAL LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,BILLINGHAY SKIRTH,55053,1,TF,15800,55000,TF1580055000,515800,355000,GB105030056180,208.4,01/01/1995,31/05/2007,15/10/2014,4,False
ANGLIAN - NORTHERN,CENTRAL LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,HONINGTON BECK,55157,1,SK,94708,46150,SK9470846150,494708,346150,GB105030056750,179.0,04/10/2012,21/04/2009,11/09/2009,2,False
ANGLIAN - NORTHERN,CENTRAL LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,NETTLEHAM BECK,55232,1,TF,03400,76300,TF0340076300,503400,376300,GB105030062210,274.9,01/01/1995,25/05/2007,12/11/2007,2,False
ANGLIAN - NORTHERN,EAST LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,HELPRINGHAM EAU,152836,1,TF,13933,41009,TF1393341009,513933,341009,GB105030056610,241.0,04/10/2012,09/09/2009,09/09/2009,1,False
ANGLIAN - NORTHERN,EAST LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,OUSEMERE LODE,55269,1,TF,12404,34592,TF1240434592,512404,334592,GB105030056490,243.0,04/10/2012,09/09/2009,09/09/2009,1,False
ANGLIAN - NORTHERN,EAST LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,THORESWAY BECK,55367,1,TF,19100,98100,TF1910098100,519100,398100,GB104029062060,207.0,21/02/2014,06/05/2010,18/11/2010,2,False
ANGLIAN - NORTHERN,LOWER NENE,RIVER: Natural/semi-natural flowing fresh watercourse,HARPERS BROOK,55598,1,SP,98400,79800,SP9840079800,498400,279800,GB105032045230,279.0,01/01/1995,26/05/2006,21/11/2006,2,False
ANGLIAN - NORTHERN,LOWER NENE,RIVER: Natural/semi-natural flowing fresh watercourse,MORTON'S LEAM,89741,1,TL,31800,99200,TL3180099200,531800,299200,GB105032050382,196.0,04/10/2012,25/04/2008,20/05/2015,6,False
ANGLIAN - NORTHERN,LOWER NENE,RIVER: Natural/semi-natural flowing fresh watercourse,SOUTH HOLLAND MAIN DRAIN,55760,1,TF,38000,18900,TF3800018900,538000,318900,GB105032050400,336.5,01/01/1995,16/05/2007,17/10/2017,4,False
ANGLIAN - NORTHERN,LOWER NENE,RIVER: Natural/semi-natural flowing fresh watercourse,WILLOW BROOK (SOUTH),55858,1,SP,90044,88612,SP9004488612,490044,288612,GB105032045580,203.0,01/01/1995,27/08/1998,27/08/1998,1,False
ANGLIAN - NORTHERN,NORTH LINCS,RIVER: Natural/semi-natural flowing fresh watercourse,BUCK BECK,55057,1,TA,29888,06481,TA2988806481,529888,406481,GB104029062110,240.3,01/01/1995,31/05/2006,26/09/2007,3,False
ANGLIAN - NORTHERN,UPPER NENE,RIVER: Natural/semi-natural flowing fresh watercourse,HOG DYKE,55602,1,SP,97908,72480,SP9790872480,497908,272480,GB105032045120,,,27/08/1998,27/08/1998,1,False
ANGLIAN - NORTHERN,UPPER NENE,RIVER: Natural/semi-natural flowing fresh watercourse,ISE,55745,1,SP,88900,74800,SP8890074800,488900,274800,GB105032045140,179.0,01/01/1995,16/05/2005,18/10/2005,2,False
ANGLIAN - NORTHERN,WELLAND,RIVER: Natural/semi-natural flowing fresh watercourse,CHATER,55498,1,SK,90916,03593,SK9091603593,490916,303593,GB105031050430,,,22/04/2009,07/10/2009,2,False
ANGLIAN - NORTHERN,WELLAND,RIVER: Natural/semi-natural flowing fresh watercourse,EYE BROOK,55538,1,SP,83800,98200,SP8380098200,483800,298200,GB105031050550,200.5,01/01/1995,26/04/2010,05/10/2010,2,False
ANGLIAN - NORTHERN,WELLAND,RIVER: Natural/semi-natural flowing fresh watercourse,GLEN,55566,1,TF,25100,28100,TF2510028100,525100,328100,GB105031050720,183.1,01/01/1995,08/05/2007,14/11/2013,5,False
ANGLIAN - NORTHERN,WELLAND,RIVER: Natural/semi-natural flowing fresh watercourse,GWASH,55583,1,SK,95100,08200,SK9510008200,495100,308200,GB105031050470,210.3,01/01/1995,16/05/2013,24/09/2018,14,False
ANGLIAN - NORTHERN,WELLAND,RIVER: Natural/semi-natural flowing fresh watercourse,STONTON BROOK (TRIB. OF),55797,1,SK,75737,00441,SK7573700441,475737,300441,GB105031050460,,,22/04/2013,06/11/2013,2,False
ANGLIAN - NORTHERN,WELLAND,RIVER: Natural/semi-natural flowing fresh watercourse,WELLAND,55825,1,SK,99000,03500,SK9900003500,499000,303500,GB105031050580,204.7,01/01/1995,03/05/2006,30/11/2006,2,False
MIDLANDS - CENTRAL,ANKER (UT),RIVER: Natural/semi-natural flowing fresh watercourse,WEM BROOK,47472,2,SP,38374,85973,SP3837485973,438374,285973,GB104028042430,172.7,01/01/1995,20/04/2009,27/11/2009,2,False
MIDLANDS - CENTRAL,ARROW & ALNE (LS),RIVER: Natural/semi-natural flowing fresh watercourse,ARROW (ARROW & ALNE),52593,2,SP,08550,60350,SP0855060350,408550,260350,,,,11/09/1997,11/09/1997,1,False
MIDLANDS - CENTRAL,ARROW & ALNE (LS),RIVER: Natural/semi-natural flowing fresh watercourse,ARROW (ARROW & ALNE),89701,2,SP,08500,62690,SP0850062690,408500,262690,GB109054043780,220.0,04/10/2012,10/09/1997,11/09/2007,6,False
MIDLANDS - CENTRAL,ARROW & ALNE (LS),RIVER: Natural/semi-natural flowing fresh watercourse,BORDESLEY BROOK,52260,2,SP,05450,69450,SP0545069450,405450,269450,GB109054043870,281.0,04/10/2012,05/05/2010,26/10/2010,2,False
MIDLANDS - CENTRAL,AVON (ABOVE SOWE) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,AVON (LS - ABOVE SOWE),47357,2,SP,49640,76430,SP4964076430,449640,276430,GB109054043920,200.0,01/01/1995,11/09/1997,23/09/2008,7,False
MIDLANDS - CENTRAL,AVON (ABOVE SOWE) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,YELVERTOFT BROOK,153148,1,SP,56812,77414,SP5681277414,456812,277414,GB109054043910,99.0,04/10/2012,22/05/2009,19/04/2010,3,False
MIDLANDS - CENTRAL,AVON (SOWE-BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,HORSE BROOK,154304,1,SJ,89089,10186,SJ8908910186,389089,310186,GB104028046710,264.0,04/10/2012,26/04/2010,23/09/2010,2,False
MIDLANDS - CENTRAL,BLITHE (UT),RIVER: Natural/semi-natural flowing fresh watercourse,PUR BROOK,51391,2,SK,10869,19873,SK1086919873,410869,319873,GB104028046510,189.7,04/10/2012,05/05/2010,28/09/2010,2,False
MIDLANDS - CENTRAL,BLYTHE (UT),RIVER: Natural/semi-natural flowing fresh watercourse,BLYTHE,53423,2,SP,21066,89805,SP2106689805,421066,289805,GB104028042572,126.8,01/01/1995,10/08/2007,02/11/2010,3,False
MIDLANDS - CENTRAL,CHURNET (UT),RIVER: Natural/semi-natural flowing fresh watercourse,CHURNET,49171,2,SK,10598,39303,SK1059839303,410598,339303,GB104028052652,94.8,01/01/1995,17/05/2006,06/11/2014,6,False
MIDLANDS - CENTRAL,CHURNET (UT),RIVER: Natural/semi-natural flowing fresh watercourse,DINGLE BROOK,52186,2,SJ,92786,61289,SJ9278661289,392786,361289,GB104028052790,77.5,29/04/2013,30/04/2013,30/10/2018,13,False
MIDLANDS - CENTRAL,CHURNET (UT),RIVER: Natural/semi-natural flowing fresh watercourse,LEEK BROOK,50816,2,SJ,98603,53954,SJ9860353954,398603,353954,GB104028052730,119.4,04/10/2012,12/05/2015,28/09/2015,2,False
MIDLANDS - CENTRAL,DOVE(UPPER) (UT),RIVER: Natural/semi-natural flowing fresh watercourse,BLAKE BROOK,53277,2,SK,08400,62600,SK0840062600,408400,362600,GB104028052930,,,19/07/2006,19/07/2006,1,False
MIDLANDS - CENTRAL,DOVE(UPPER) (UT),RIVER: Natural/semi-natural flowing fresh watercourse,DOVE (DOVE(UPPER)),47551,2,SK,11537,39193,SK1153739193,411537,339193,GB104028052670,195.3,01/03/2013,20/05/2014,06/11/2014,2,False
MIDLANDS - CENTRAL,DOVE(UPPER) (UT),RIVER: Natural/semi-natural flowing fresh watercourse,MANIFOLD (DOVE (UPPER)),47157,2,SK,09535,56086,SK0953556086,409535,356086,GB104028052890,58.1,01/01/1995,19/07/2006,02/11/2010,5,False
MIDLANDS - CENTRAL,MEASE (UT),RIVER: Natural/semi-natural flowing fresh watercourse,GILWISKAW BROOK,92837,2,SK,35850,13000,SK3585013000,435850,313000,GB104028046590,,,04/08/2004,04/08/2004,1,False
MIDLANDS - CENTRAL,PENK (UT),RIVER: Natural/semi-natural flowing fresh watercourse,PENK,142751,2,SJ,93341,15783,SJ9334115783,393341,315783,GB104028052660,62.0,04/10/2012,09/08/2006,11/10/2010,5,False
MIDLANDS - CENTRAL,SENCE (UT),RIVER: Natural/semi-natural flowing fresh watercourse,SENCE(ANKER),49352,2,SP,32164,99652,SP3216499652,432164,299652,GB104028046610,196.9,01/01/1995,19/06/2007,26/09/2007,2,False
MIDLANDS - CENTRAL,SOW (UT),RIVER: Natural/semi-natural flowing fresh watercourse,MEECE BROOK (SOW),153011,1,SJ,81221,39672,SJ8122139672,381221,339672,GB104028053080,,,27/05/2009,07/10/2010,3,False
MIDLANDS - CENTRAL,STOUR (WARWICKSHIRE) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (LS),152926,1,SP,20644,49825,SP2064449825,420644,249825,GB109054039920,,,22/05/2009,21/09/2010,3,False
MIDLANDS - CENTRAL,STOUR (WARWICKSHIRE) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (LS),187611,1,SP,33629,36433,SP3362936433,433629,236433,GB109054039860,,,23/05/2017,06/11/2017,2,False
MIDLANDS - CENTRAL,TAME (UT),RIVER: Natural/semi-natural flowing fresh watercourse,LANGLEY BROOK,50382,2,SP,18700,98200,SP1870098200,418700,298200,GB104028046890,179.0,04/10/2012,13/06/2007,26/10/2007,2,False
MIDLANDS - CENTRAL,UPPER TRENT (UT),RIVER: Natural/semi-natural flowing fresh watercourse,RIVER TRENT,92870,2,SK,26920,25580,SK2692025580,426920,325580,GB104028047180,,,05/07/2004,05/07/2006,2,False
MIDLANDS - EAST,AMBER,RIVER: Natural/semi-natural flowing fresh watercourse,AMBER,53846,2,SK,34777,51678,SK3477751678,434777,351678,GB104028052330,213.5,01/01/1995,23/03/2009,14/05/2015,3,False
MIDLANDS - EAST,AMBER,RIVER: Natural/semi-natural flowing fresh watercourse,AMBER,184105,1,SK,33728,63349,SK3372863349,433728,363349,GB104028052380,,,06/06/2016,08/11/2016,2,False
MIDLANDS - EAST,AMBER,RIVER: Natural/semi-natural flowing fresh watercourse,AMBER,154941,1,SK,35517,61762,SK3551761762,435517,361762,GB104028052380,,,18/05/2010,05/10/2010,2,False
MIDLANDS - EAST,AMBER,RIVER: Natural/semi-natural flowing fresh watercourse,AMBER,154943,1,SK,34534,62908,SK3453462908,434534,362908,GB104028052380,,,18/05/2010,08/11/2016,4,False
MIDLANDS - EAST,DERWENT (DERBYSHIRE),RIVER: Natural/semi-natural flowing fresh watercourse,ALPORT,47545,2,SK,14145,89550,SK1414589550,414145,389550,GB104028057940,10.0,01/01/1995,26/04/2013,31/10/2017,4,False
MIDLANDS - EAST,DERWENT (DERBYSHIRE),RIVER: Natural/semi-natural flowing fresh watercourse,ASHOP,47497,2,SK,14944,89104,SK1494489104,414944,389104,GB104028057910,21.6,01/01/1995,26/04/2013,25/04/2017,5,False
MIDLANDS - EAST,DERWENT (DERBYSHIRE),RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (LT),53873,2,SK,35915,40079,SK3591540079,435915,340079,GB104028053240,128.5,01/01/1995,24/08/2007,24/08/2007,1,False
MIDLANDS - EAST,DERWENT (DERBYSHIRE),RIVER: Natural/semi-natural flowing fresh watercourse,MARKEATON BROOK,51044,2,SK,30578,41253,SK3057841253,430578,341253,GB104028052850,146.9,01/01/1995,02/06/2016,20/10/2016,2,False
MIDLANDS - EAST,DEVON,RIVER: Natural/semi-natural flowing fresh watercourse,DALBY BROOK,50092,2,SK,69222,27733,SK6922227733,469222,327733,GB104028047230,165.3,01/01/1995,28/05/2009,12/05/2015,5,False
MIDLANDS - EAST,ECCLESBOURNE,RIVER: Natural/semi-natural flowing fresh watercourse,SHERBOURNE BROOK (RIVER ECCLESBOURNE),159116,1,SK,26997,48253,SK2699748253,426997,348253,GB104028052720,,,14/05/2012,14/05/2012,1,False
MIDLANDS - EAST,EREWASH,RIVER: Natural/semi-natural flowing fresh watercourse,EREWASH,150652,2,SK,48000,36000,SK4800036000,448000,336000,GB104028052480,,,17/08/2007,17/08/2007,1,False
MIDLANDS - EAST,IDLE,RIVER: Natural/semi-natural flowing fresh watercourse,IDLE,53416,2,SK,70440,82582,SK7044082582,470440,382582,GB104028058091,196.8,01/01/1995,28/06/2005,27/04/2015,3,False
MIDLANDS - EAST,MAUN,RIVER: Natural/semi-natural flowing fresh watercourse,GALLOW HOLE DYKE,154987,1,SK,66731,63881,SK6673163881,466731,363881,GB104028052980,,,25/05/2010,25/05/2010,1,False
MIDLANDS - EAST,MAUN,RIVER: Natural/semi-natural flowing fresh watercourse,MAUN,177268,1,SK,63893,66933,SK6389366933,463893,366933,GB104028058040,,,23/10/2014,23/10/2014,1,False
MIDLANDS - EAST,MAUN,RIVER: Natural/semi-natural flowing fresh watercourse,RAINWORTH WATER,49364,2,SK,64798,64512,SK6479864512,464798,364512,GB104028052940,,,25/05/2010,25/05/2010,1,False
MIDLANDS - EAST,RYTON,CANAL: Artificial water course primarily used for navigation,BROADBRIDGE DYKE,52704,2,SK,50501,82407,SK5050182407,450501,382407,GB104028058160,170.0,01/01/2003,01/05/2013,10/10/2013,2,False
MIDLANDS - EAST,SENCE (SOAR),RIVER: Natural/semi-natural flowing fresh watercourse,SENCE (SOAR),48601,2,SP,55189,98465,SP5518998465,455189,298465,GB104028047030,172.6,01/01/1995,15/06/2010,07/10/2010,2,False
MIDLANDS - EAST,SOAR,RIVER: Natural/semi-natural flowing fresh watercourse,KINGSTON BROOK,47199,2,SK,52400,26300,SK5240026300,452400,326300,GB104028046600,184.3,01/01/1995,23/04/2010,23/04/2010,1,False
MIDLANDS - EAST,SOAR,RIVER: Natural/semi-natural flowing fresh watercourse,QUORN BROOK,49651,2,SK,56397,16486,SK5639716486,456397,316486,GB104028047060,213.9,01/01/1995,25/05/2007,23/09/2014,8,False
MIDLANDS - EAST,SOAR,RIVER: Natural/semi-natural flowing fresh watercourse,SOAR,50116,2,SP,54100,97300,SP5410097300,454100,297300,GB104028046880,191.9,01/01/1995,17/04/2008,15/09/2014,6,False
MIDLANDS - EAST,SOAR,RIVER: Natural/semi-natural flowing fresh watercourse,SOAR BROOK,48945,2,SP,48232,91750,SP4823291750,448232,291750,GB104028042590,191.7,01/01/2004,20/05/2014,24/10/2014,2,False
